"","sample_name","class","x","y","confidence"
"50","15-12184-1_[42736,10579].im3","Tumour",1069,914,"73.67 %"
"51","15-12184-1_[42736,10579].im3","Tumour",1131,918,"98.31 %"
"52","15-12184-1_[42736,10579].im3","Tumour",1264,916,"83.00 %"
"53","15-12184-1_[42736,10579].im3","Tumour",1299,921,"82.43 %"
"54","15-12184-1_[42736,10579].im3","Tumour",1234,923,"97.22 %"
"55","15-12184-1_[42736,10579].im3","Tumour",1182,925,"97.20 %"
"56","15-12184-1_[42736,10579].im3","CD4 NFAT+",1202,926,"93.30 %"
"57","15-12184-1_[42736,10579].im3","CD4 NFAT+",1247,925,"64.90 %"
"58","15-12184-1_[42736,10579].im3","Tumour",1068,926,"85.90 %"
"59","15-12184-1_[42736,10579].im3","Tumour",1335,927,"95.28 %"
"60","15-12184-1_[42736,10579].im3","CD4 NFAT+",1210,932,"88.99 %"
"61","15-12184-1_[42736,10579].im3","CD4 NFAT+",1309,935,"85.28 %"
"62","15-12184-1_[42736,10579].im3","Tumour",1260,938,"86.70 %"
"63","15-12184-1_[42736,10579].im3","Tumour",1286,939,"98.85 %"
"64","15-12184-1_[42736,10579].im3","CD4 NFAT+",1213,947,"81.13 %"
"65","15-12184-1_[42736,10579].im3","Tumour",1086,945,"55.25 %"
"66","15-12184-1_[42736,10579].im3","Tumour",1176,947,"87.82 %"
"67","15-12184-1_[42736,10579].im3","CD4 NFAT+",1313,945,"65.11 %"
"68","15-12184-1_[42736,10579].im3","Tumour",1334,943,"96.40 %"
"69","15-12184-1_[42736,10579].im3","Tumour",1056,946,"79.15 %"
"70","15-12184-1_[42736,10579].im3","CD4 NFAT+",1118,948,"99.35 %"
"71","15-12184-1_[42736,10579].im3","Tumour",1268,947,"97.38 %"
"72","15-12184-1_[42736,10579].im3","Tumour",1104,949,"60.35 %"
"73","15-12184-1_[42736,10579].im3","CD4 NFAT+",1132,951,"98.32 %"
"74","15-12184-1_[42736,10579].im3","Tumour",1320,956,"98.55 %"
"75","15-12184-1_[42736,10579].im3","CD4 NFAT+",1160,957,"99.89 %"
"76","15-12184-1_[42736,10579].im3","CD4 NFAT+",1149,959,"96.39 %"
"77","15-12184-1_[42736,10579].im3","Tumour",1295,959,"96.74 %"
"78","15-12184-1_[42736,10579].im3","Tumour",951,958,"98.73 %"
"79","15-12184-1_[42736,10579].im3","CD4 NFAT+",1073,958,"89.04 %"
"80","15-12184-1_[42736,10579].im3","CD4 NFAT+",1123,960,"92.16 %"
"81","15-12184-1_[42736,10579].im3","Tumour",1095,962,"50.34 %"
"82","15-12184-1_[42736,10579].im3","Tumour",1221,964,"77.45 %"
"83","15-12184-1_[42736,10579].im3","Tumour",1042,967,"99.35 %"
"84","15-12184-1_[42736,10579].im3","CD4 NFAT+",1080,968,"98.90 %"
"85","15-12184-1_[42736,10579].im3","Tumour",1168,967,"99.59 %"
"86","15-12184-1_[42736,10579].im3","Tumour",1238,968,"85.54 %"
"87","15-12184-1_[42736,10579].im3","Tumour",1114,968,"98.48 %"
"88","15-12184-1_[42736,10579].im3","Tumour",944,970,"99.79 %"
"89","15-12184-1_[42736,10579].im3","CD4 NFAT+",1138,971,"50.30 %"
"90","15-12184-1_[42736,10579].im3","CD4 NFAT+",1149,970,"74.17 %"
"91","15-12184-1_[42736,10579].im3","CD4 NFAT+",1082,971,"66.44 %"
"92","15-12184-1_[42736,10579].im3","Tumour",1297,971,"91.28 %"
"93","15-12184-1_[42736,10579].im3","Tumour",1230,976,"98.68 %"
"94","15-12184-1_[42736,10579].im3","Tumour",1175,979,"98.62 %"
"95","15-12184-1_[42736,10579].im3","Tumour",909,980,"99.56 %"
"96","15-12184-1_[42736,10579].im3","Tumour",978,980,"98.77 %"
"97","15-12184-1_[42736,10579].im3","Tumour",1102,981,"96.47 %"
"98","15-12184-1_[42736,10579].im3","Tumour",1220,980,"98.88 %"
"99","15-12184-1_[42736,10579].im3","Tumour",1259,981,"89.90 %"
"100","15-12184-1_[42736,10579].im3","Tumour",1275,987,"80.74 %"
"101","15-12184-1_[42736,10579].im3","Tumour",1066,985,"86.03 %"
"102","15-12184-1_[42736,10579].im3","Tumour",1196,985,"97.72 %"
"103","15-12184-1_[42736,10579].im3","Tumour",920,988,"96.22 %"
"104","15-12184-1_[42736,10579].im3","CD4 NFAT+",1184,988,"66.77 %"
"105","15-12184-1_[42736,10579].im3","Tumour",1040,990,"67.34 %"
"106","15-12184-1_[42736,10579].im3","MHCii",902,994,"79.63 %"
"107","15-12184-1_[42736,10579].im3","Tumour",1212,993,"96.06 %"
"108","15-12184-1_[42736,10579].im3","Tumour",1248,996,"92.69 %"
"109","15-12184-1_[42736,10579].im3","CD4 NFAT+",1168,995,"72.84 %"
"110","15-12184-1_[42736,10579].im3","Tumour",944,997,"98.43 %"
"111","15-12184-1_[42736,10579].im3","CD4 NFAT+",1150,997,"96.30 %"
"112","15-12184-1_[42736,10579].im3","CD4 NFAT+",1196,997,"57.94 %"
"113","15-12184-1_[42736,10579].im3","CD4 NFAT+",1284,913,"92.17 %"
"114","15-12184-1_[42736,10579].im3","CD4 NFAT+",1111,933,"98.29 %"
"115","15-12184-1_[42736,10579].im3","Tumour",1091,991,"88.06 %"
"116","15-12184-1_[42736,10579].im3","CD4 NFAT+",1095,999,"96.83 %"
