"","sample_name","class","x","y","confidence"
"2198","15-12184-1_[42067,12579].im3","unlabelled",40,334,"75.02 %"
"2199","15-12184-1_[42067,12579].im3","unlabelled",437,335,"86.91 %"
"2200","15-12184-1_[42067,12579].im3","unlabelled",619,335,"85.16 %"
"2201","15-12184-1_[42067,12579].im3","unlabelled",821,333,"85.46 %"
"2202","15-12184-1_[42067,12579].im3","unlabelled",1010,336,"97.31 %"
"2203","15-12184-1_[42067,12579].im3","unlabelled",1039,336,"98.87 %"
"2204","15-12184-1_[42067,12579].im3","CD8 NFAT-",9,336,"58.80 %"
"2205","15-12184-1_[42067,12579].im3","unlabelled",363,338,"69.37 %"
"2206","15-12184-1_[42067,12579].im3","unlabelled",752,336,"97.42 %"
"2207","15-12184-1_[42067,12579].im3","unlabelled",858,343,"64.85 %"
"2208","15-12184-1_[42067,12579].im3","unlabelled",887,335,"96.43 %"
"2209","15-12184-1_[42067,12579].im3","CD8 NFAT-",1106,336,"65.88 %"
"2210","15-12184-1_[42067,12579].im3","CD8 NFAT-",105,337,"47.81 %"
"2211","15-12184-1_[42067,12579].im3","unlabelled",188,337,"96.18 %"
"2212","15-12184-1_[42067,12579].im3","unlabelled",269,338,"99.48 %"
"2213","15-12184-1_[42067,12579].im3","unlabelled",335,337,"93.27 %"
"2214","15-12184-1_[42067,12579].im3","unlabelled",502,338,"95.53 %"
"2215","15-12184-1_[42067,12579].im3","unlabelled",606,336,"98.68 %"
"2216","15-12184-1_[42067,12579].im3","unlabelled",647,337,"89.69 %"
"2217","15-12184-1_[42067,12579].im3","unlabelled",690,337,"95.84 %"
"2218","15-12184-1_[42067,12579].im3","unlabelled",707,337,"88.31 %"
"2219","15-12184-1_[42067,12579].im3","unlabelled",730,337,"97.72 %"
"2220","15-12184-1_[42067,12579].im3","unlabelled",281,338,"95.28 %"
"2221","15-12184-1_[42067,12579].im3","unlabelled",527,339,"93.65 %"
"2222","15-12184-1_[42067,12579].im3","unlabelled",539,338,"91.62 %"
"2223","15-12184-1_[42067,12579].im3","unlabelled",843,340,"91.90 %"
"2224","15-12184-1_[42067,12579].im3","unlabelled",1126,341,"95.18 %"
"2225","15-12184-1_[42067,12579].im3","NFATc Only",1175,334,"40.41 %"
"2226","15-12184-1_[42067,12579].im3","unlabelled",233,341,"74.85 %"
"2227","15-12184-1_[42067,12579].im3","unlabelled",325,339,"96.81 %"
"2228","15-12184-1_[42067,12579].im3","unlabelled",374,339,"92.77 %"
"2229","15-12184-1_[42067,12579].im3","unlabelled",673,340,"97.49 %"
"2230","15-12184-1_[42067,12579].im3","unlabelled",957,339,"98.47 %"
"2231","15-12184-1_[42067,12579].im3","unlabelled",1212,340,"98.68 %"
"2232","15-12184-1_[42067,12579].im3","unlabelled",1289,340,"99.05 %"
"2233","15-12184-1_[42067,12579].im3","unlabelled",293,339,"95.63 %"
"2234","15-12184-1_[42067,12579].im3","unlabelled",411,341,"93.39 %"
"2235","15-12184-1_[42067,12579].im3","unlabelled",568,339,"98.99 %"
"2236","15-12184-1_[42067,12579].im3","unlabelled",933,339,"96.70 %"
"2237","15-12184-1_[42067,12579].im3","unlabelled",1000,340,"98.95 %"
"2238","15-12184-1_[42067,12579].im3","unlabelled",1027,341,"97.74 %"
"2239","15-12184-1_[42067,12579].im3","unlabelled",192,341,"66.75 %"
"2240","15-12184-1_[42067,12579].im3","unlabelled",303,341,"95.15 %"
"2241","15-12184-1_[42067,12579].im3","unlabelled",388,341,"98.97 %"
"2242","15-12184-1_[42067,12579].im3","unlabelled",397,342,"87.60 %"
"2243","15-12184-1_[42067,12579].im3","unlabelled",722,340,"99.04 %"
"2244","15-12184-1_[42067,12579].im3","unlabelled",125,342,"73.11 %"
"2245","15-12184-1_[42067,12579].im3","unlabelled",344,343,"98.40 %"
"2246","15-12184-1_[42067,12579].im3","unlabelled",486,343,"85.90 %"
"2247","15-12184-1_[42067,12579].im3","unlabelled",43,344,"86.20 %"
"2248","15-12184-1_[42067,12579].im3","CD8 NFAT-",90,344,"55.09 %"
"2249","15-12184-1_[42067,12579].im3","unlabelled",317,344,"73.68 %"
"2250","15-12184-1_[42067,12579].im3","unlabelled",590,344,"97.18 %"
"2251","15-12184-1_[42067,12579].im3","unlabelled",801,343,"86.50 %"
"2252","15-12184-1_[42067,12579].im3","NFATc Only",1164,343,"45.80 %"
"2253","15-12184-1_[42067,12579].im3","unlabelled",1338,345,"94.13 %"
"2254","15-12184-1_[42067,12579].im3","CD8 NFAT-",57,346,"55.99 %"
"2255","15-12184-1_[42067,12579].im3","unlabelled",77,344,"87.01 %"
"2256","15-12184-1_[42067,12579].im3","unlabelled",221,345,"95.58 %"
"2257","15-12184-1_[42067,12579].im3","unlabelled",350,344,"97.80 %"
"2258","15-12184-1_[42067,12579].im3","unlabelled",518,346,"85.46 %"
"2259","15-12184-1_[42067,12579].im3","unlabelled",631,345,"79.26 %"
"2260","15-12184-1_[42067,12579].im3","unlabelled",1022,343,"96.89 %"
"2261","15-12184-1_[42067,12579].im3","unlabelled",1055,345,"99.55 %"
"2262","15-12184-1_[42067,12579].im3","unlabelled",1093,344,"98.09 %"
"2263","15-12184-1_[42067,12579].im3","unlabelled",1112,345,"97.53 %"
"2264","15-12184-1_[42067,12579].im3","unlabelled",153,345,"61.16 %"
"2265","15-12184-1_[42067,12579].im3","unlabelled",558,345,"98.80 %"
"2266","15-12184-1_[42067,12579].im3","unlabelled",577,345,"72.46 %"
"2267","15-12184-1_[42067,12579].im3","unlabelled",657,347,"96.93 %"
"2268","15-12184-1_[42067,12579].im3","unlabelled",915,341,"89.78 %"
"2269","15-12184-1_[42067,12579].im3","unlabelled",251,346,"95.72 %"
"2270","15-12184-1_[42067,12579].im3","unlabelled",417,346,"79.54 %"
"2271","15-12184-1_[42067,12579].im3","unlabelled",435,346,"83.84 %"
"2272","15-12184-1_[42067,12579].im3","unlabelled",673,346,"99.20 %"
"2273","15-12184-1_[42067,12579].im3","unlabelled",772,345,"97.92 %"
"2274","15-12184-1_[42067,12579].im3","unlabelled",779,345,"97.80 %"
"2275","15-12184-1_[42067,12579].im3","unlabelled",65,348,"77.44 %"
"2276","15-12184-1_[42067,12579].im3","CD8 NFAT-",178,346,"55.68 %"
"2277","15-12184-1_[42067,12579].im3","unlabelled",243,348,"87.40 %"
"2278","15-12184-1_[42067,12579].im3","unlabelled",534,347,"97.84 %"
"2279","15-12184-1_[42067,12579].im3","unlabelled",714,344,"98.01 %"
"2280","15-12184-1_[42067,12579].im3","unlabelled",752,347,"99.46 %"
"2281","15-12184-1_[42067,12579].im3","unlabelled",809,348,"96.88 %"
"2282","15-12184-1_[42067,12579].im3","unlabelled",895,347,"97.04 %"
"2283","15-12184-1_[42067,12579].im3","unlabelled",964,348,"98.96 %"
"2284","15-12184-1_[42067,12579].im3","CD8 NFAT-",27,348,"86.51 %"
"2285","15-12184-1_[42067,12579].im3","unlabelled",286,347,"94.50 %"
"2286","15-12184-1_[42067,12579].im3","unlabelled",381,347,"96.62 %"
"2287","15-12184-1_[42067,12579].im3","unlabelled",790,349,"99.62 %"
"2288","15-12184-1_[42067,12579].im3","unlabelled",997,349,"98.50 %"
"2289","15-12184-1_[42067,12579].im3","unlabelled",1102,348,"93.72 %"
"2290","15-12184-1_[42067,12579].im3","unlabelled",1327,348,"84.91 %"
"2291","15-12184-1_[42067,12579].im3","CD8 NFAT-",15,350,"49.46 %"
"2292","15-12184-1_[42067,12579].im3","unlabelled",328,349,"96.25 %"
"2293","15-12184-1_[42067,12579].im3","unlabelled",335,349,"95.85 %"
"2294","15-12184-1_[42067,12579].im3","unlabelled",368,349,"86.72 %"
"2295","15-12184-1_[42067,12579].im3","unlabelled",505,351,"72.14 %"
"2296","15-12184-1_[42067,12579].im3","unlabelled",606,349,"91.35 %"
"2297","15-12184-1_[42067,12579].im3","unlabelled",821,349,"97.40 %"
"2298","15-12184-1_[42067,12579].im3","unlabelled",841,349,"86.57 %"
"2299","15-12184-1_[42067,12579].im3","unlabelled",878,350,"71.27 %"
"2300","15-12184-1_[42067,12579].im3","unlabelled",1008,349,"97.02 %"
"2301","15-12184-1_[42067,12579].im3","unlabelled",1037,347,"85.10 %"
"2302","15-12184-1_[42067,12579].im3","unlabelled",1222,348,"99.17 %"
"2303","15-12184-1_[42067,12579].im3","unlabelled",121,351,"80.82 %"
"2304","15-12184-1_[42067,12579].im3","unlabelled",647,350,"98.15 %"
"2305","15-12184-1_[42067,12579].im3","unlabelled",690,353,"91.27 %"
"2306","15-12184-1_[42067,12579].im3","unlabelled",759,350,"98.33 %"
"2307","15-12184-1_[42067,12579].im3","unlabelled",1126,350,"94.88 %"
"2308","15-12184-1_[42067,12579].im3","unlabelled",7,350,"70.69 %"
"2309","15-12184-1_[42067,12579].im3","CD8 NFAT-",106,352,"68.78 %"
"2310","15-12184-1_[42067,12579].im3","unlabelled",162,351,"85.48 %"
"2311","15-12184-1_[42067,12579].im3","unlabelled",210,350,"95.87 %"
"2312","15-12184-1_[42067,12579].im3","unlabelled",464,351,"98.11 %"
"2313","15-12184-1_[42067,12579].im3","unlabelled",541,350,"96.86 %"
"2314","15-12184-1_[42067,12579].im3","unlabelled",740,352,"98.37 %"
"2315","15-12184-1_[42067,12579].im3","unlabelled",831,351,"99.44 %"
"2316","15-12184-1_[42067,12579].im3","unlabelled",861,350,"69.97 %"
"2317","15-12184-1_[42067,12579].im3","unlabelled",264,352,"70.03 %"
"2318","15-12184-1_[42067,12579].im3","unlabelled",491,352,"94.17 %"
"2319","15-12184-1_[42067,12579].im3","unlabelled",561,352,"98.26 %"
"2320","15-12184-1_[42067,12579].im3","unlabelled",622,352,"87.56 %"
"2321","15-12184-1_[42067,12579].im3","unlabelled",1271,352,"97.86 %"
"2322","15-12184-1_[42067,12579].im3","unlabelled",45,355,"67.30 %"
"2323","15-12184-1_[42067,12579].im3","unlabelled",279,352,"96.12 %"
"2324","15-12184-1_[42067,12579].im3","unlabelled",394,352,"87.13 %"
"2325","15-12184-1_[42067,12579].im3","unlabelled",442,353,"88.88 %"
"2326","15-12184-1_[42067,12579].im3","unlabelled",595,354,"73.91 %"
"2327","15-12184-1_[42067,12579].im3","unlabelled",1067,356,"95.55 %"
"2328","15-12184-1_[42067,12579].im3","unlabelled",1085,355,"96.50 %"
"2329","15-12184-1_[42067,12579].im3","unlabelled",1162,355,"98.23 %"
"2330","15-12184-1_[42067,12579].im3","unlabelled",197,354,"91.70 %"
"2331","15-12184-1_[42067,12579].im3","unlabelled",304,355,"79.44 %"
"2332","15-12184-1_[42067,12579].im3","unlabelled",663,353,"96.40 %"
"2333","15-12184-1_[42067,12579].im3","unlabelled",1047,356,"96.57 %"
"2334","15-12184-1_[42067,12579].im3","unlabelled",1145,354,"98.89 %"
"2335","15-12184-1_[42067,12579].im3","unlabelled",171,355,"90.53 %"
"2336","15-12184-1_[42067,12579].im3","unlabelled",184,355,"94.41 %"
"2337","15-12184-1_[42067,12579].im3","unlabelled",293,354,"94.18 %"
"2338","15-12184-1_[42067,12579].im3","CD8 NFAT-",356,353,"57.23 %"
"2339","15-12184-1_[42067,12579].im3","unlabelled",478,354,"94.24 %"
"2340","15-12184-1_[42067,12579].im3","unlabelled",524,355,"97.41 %"
"2341","15-12184-1_[42067,12579].im3","unlabelled",704,355,"89.88 %"
"2342","15-12184-1_[42067,12579].im3","unlabelled",1015,354,"98.93 %"
"2343","15-12184-1_[42067,12579].im3","unlabelled",1094,355,"98.00 %"
"2344","15-12184-1_[42067,12579].im3","unlabelled",1320,355,"94.92 %"
"2345","15-12184-1_[42067,12579].im3","unlabelled",58,356,"73.94 %"
"2346","15-12184-1_[42067,12579].im3","unlabelled",228,356,"74.23 %"
"2347","15-12184-1_[42067,12579].im3","unlabelled",251,357,"98.12 %"
"2348","15-12184-1_[42067,12579].im3","unlabelled",410,357,"96.15 %"
"2349","15-12184-1_[42067,12579].im3","unlabelled",421,356,"98.78 %"
"2350","15-12184-1_[42067,12579].im3","unlabelled",1217,357,"99.25 %"
"2351","15-12184-1_[42067,12579].im3","CD8 NFAT-",83,359,"63.53 %"
"2352","15-12184-1_[42067,12579].im3","unlabelled",673,357,"98.92 %"
"2353","15-12184-1_[42067,12579].im3","unlabelled",684,356,"97.68 %"
"2354","15-12184-1_[42067,12579].im3","unlabelled",1024,358,"99.08 %"
"2355","15-12184-1_[42067,12579].im3","unlabelled",1159,357,"99.43 %"
"2356","15-12184-1_[42067,12579].im3","unlabelled",1254,360,"94.63 %"
"2357","15-12184-1_[42067,12579].im3","unlabelled",69,356,"60.34 %"
"2358","15-12184-1_[42067,12579].im3","unlabelled",102,357,"60.90 %"
"2359","15-12184-1_[42067,12579].im3","unlabelled",120,358,"75.83 %"
"2360","15-12184-1_[42067,12579].im3","unlabelled",323,359,"98.35 %"
"2361","15-12184-1_[42067,12579].im3","unlabelled",377,358,"90.49 %"
"2362","15-12184-1_[42067,12579].im3","unlabelled",571,359,"83.98 %"
"2363","15-12184-1_[42067,12579].im3","unlabelled",636,359,"93.16 %"
"2364","15-12184-1_[42067,12579].im3","unlabelled",994,358,"93.49 %"
"2365","15-12184-1_[42067,12579].im3","unlabelled",1108,359,"95.77 %"
"2366","15-12184-1_[42067,12579].im3","unlabelled",1295,359,"86.20 %"
"2367","15-12184-1_[42067,12579].im3","CD8 NFAT-",150,359,"64.97 %"
"2368","15-12184-1_[42067,12579].im3","unlabelled",777,360,"97.67 %"
"2369","15-12184-1_[42067,12579].im3","unlabelled",807,359,"98.07 %"
"2370","15-12184-1_[42067,12579].im3","unlabelled",908,358,"98.05 %"
"2371","15-12184-1_[42067,12579].im3","unlabelled",1131,360,"89.15 %"
"2372","15-12184-1_[42067,12579].im3","unlabelled",1337,362,"93.09 %"
"2373","15-12184-1_[42067,12579].im3","unlabelled",140,360,"93.64 %"
"2374","15-12184-1_[42067,12579].im3","unlabelled",314,360,"92.98 %"
"2375","15-12184-1_[42067,12579].im3","unlabelled",793,359,"95.25 %"
"2376","15-12184-1_[42067,12579].im3","unlabelled",851,358,"91.19 %"
"2377","15-12184-1_[42067,12579].im3","unlabelled",1153,359,"99.65 %"
"2378","15-12184-1_[42067,12579].im3","unlabelled",1199,361,"99.78 %"
"2379","15-12184-1_[42067,12579].im3","unlabelled",1259,361,"95.57 %"
"2380","15-12184-1_[42067,12579].im3","unlabelled",1304,361,"98.61 %"
"2381","15-12184-1_[42067,12579].im3","CD8 NFAT-",22,361,"58.16 %"
"2382","15-12184-1_[42067,12579].im3","unlabelled",345,362,"98.72 %"
"2383","15-12184-1_[42067,12579].im3","unlabelled",470,360,"98.88 %"
"2384","15-12184-1_[42067,12579].im3","unlabelled",649,362,"96.23 %"
"2385","15-12184-1_[42067,12579].im3","unlabelled",745,362,"97.87 %"
"2386","15-12184-1_[42067,12579].im3","unlabelled",918,362,"98.87 %"
"2387","15-12184-1_[42067,12579].im3","CD8 NFAT-",36,362,"58.94 %"
"2388","15-12184-1_[42067,12579].im3","unlabelled",166,361,"89.65 %"
"2389","15-12184-1_[42067,12579].im3","unlabelled",337,362,"97.92 %"
"2390","15-12184-1_[42067,12579].im3","unlabelled",402,362,"98.23 %"
"2391","15-12184-1_[42067,12579].im3","unlabelled",431,363,"87.63 %"
"2392","15-12184-1_[42067,12579].im3","unlabelled",838,362,"98.53 %"
"2393","15-12184-1_[42067,12579].im3","unlabelled",897,361,"96.33 %"
"2394","15-12184-1_[42067,12579].im3","unlabelled",1063,363,"97.31 %"
"2395","15-12184-1_[42067,12579].im3","unlabelled",1093,362,"98.94 %"
"2396","15-12184-1_[42067,12579].im3","unlabelled",1231,363,"91.13 %"
"2397","15-12184-1_[42067,12579].im3","unlabelled",1283,362,"86.60 %"
"2398","15-12184-1_[42067,12579].im3","unlabelled",445,363,"94.10 %"
"2399","15-12184-1_[42067,12579].im3","unlabelled",506,362,"98.70 %"
"2400","15-12184-1_[42067,12579].im3","unlabelled",557,363,"81.56 %"
"2401","15-12184-1_[42067,12579].im3","unlabelled",613,362,"95.17 %"
"2402","15-12184-1_[42067,12579].im3","unlabelled",769,362,"99.04 %"
"2403","15-12184-1_[42067,12579].im3","unlabelled",866,360,"45.54 %"
"2404","15-12184-1_[42067,12579].im3","unlabelled",219,366,"89.60 %"
"2405","15-12184-1_[42067,12579].im3","unlabelled",300,365,"86.90 %"
"2406","15-12184-1_[42067,12579].im3","unlabelled",874,366,"45.54 %"
"2407","15-12184-1_[42067,12579].im3","unlabelled",1004,365,"94.88 %"
"2408","15-12184-1_[42067,12579].im3","unlabelled",1328,363,"68.59 %"
"2409","15-12184-1_[42067,12579].im3","unlabelled",175,364,"96.23 %"
"2410","15-12184-1_[42067,12579].im3","unlabelled",241,363,"85.37 %"
"2411","15-12184-1_[42067,12579].im3","unlabelled",252,365,"75.07 %"
"2412","15-12184-1_[42067,12579].im3","unlabelled",363,366,"96.11 %"
"2413","15-12184-1_[42067,12579].im3","unlabelled",389,367,"84.35 %"
"2414","15-12184-1_[42067,12579].im3","unlabelled",590,365,"90.63 %"
"2415","15-12184-1_[42067,12579].im3","unlabelled",605,365,"96.22 %"
"2416","15-12184-1_[42067,12579].im3","unlabelled",635,366,"98.34 %"
"2417","15-12184-1_[42067,12579].im3","unlabelled",815,366,"97.27 %"
"2418","15-12184-1_[42067,12579].im3","unlabelled",828,365,"93.05 %"
"2419","15-12184-1_[42067,12579].im3","unlabelled",1035,364,"82.26 %"
"2420","15-12184-1_[42067,12579].im3","unlabelled",1052,365,"90.90 %"
"2421","15-12184-1_[42067,12579].im3","unlabelled",1314,364,"85.88 %"
"2422","15-12184-1_[42067,12579].im3","unlabelled",9,367,"69.74 %"
"2423","15-12184-1_[42067,12579].im3","unlabelled",1172,366,"95.67 %"
"2424","15-12184-1_[42067,12579].im3","unlabelled",201,368,"71.14 %"
"2425","15-12184-1_[42067,12579].im3","unlabelled",464,367,"96.40 %"
"2426","15-12184-1_[42067,12579].im3","unlabelled",941,367,"99.55 %"
"2427","15-12184-1_[42067,12579].im3","unlabelled",1116,367,"96.26 %"
"2428","15-12184-1_[42067,12579].im3","unlabelled",1188,368,"98.63 %"
"2429","15-12184-1_[42067,12579].im3","unlabelled",1211,369,"90.90 %"
"2430","15-12184-1_[42067,12579].im3","CD8 NFAT-",126,368,"64.44 %"
"2431","15-12184-1_[42067,12579].im3","unlabelled",320,369,"89.78 %"
"2432","15-12184-1_[42067,12579].im3","unlabelled",376,368,"66.05 %"
"2433","15-12184-1_[42067,12579].im3","unlabelled",455,369,"87.04 %"
"2434","15-12184-1_[42067,12579].im3","unlabelled",494,368,"96.33 %"
"2435","15-12184-1_[42067,12579].im3","unlabelled",506,366,"92.20 %"
"2436","15-12184-1_[42067,12579].im3","unlabelled",758,371,"93.11 %"
"2437","15-12184-1_[42067,12579].im3","unlabelled",798,368,"97.38 %"
"2438","15-12184-1_[42067,12579].im3","unlabelled",935,368,"99.04 %"
"2439","15-12184-1_[42067,12579].im3","unlabelled",983,367,"79.94 %"
"2440","15-12184-1_[42067,12579].im3","unlabelled",1144,369,"96.51 %"
"2441","15-12184-1_[42067,12579].im3","unlabelled",1246,367,"98.33 %"
"2442","15-12184-1_[42067,12579].im3","unlabelled",187,372,"77.48 %"
"2443","15-12184-1_[42067,12579].im3","unlabelled",229,368,"95.48 %"
"2444","15-12184-1_[42067,12579].im3","unlabelled",412,370,"96.17 %"
"2445","15-12184-1_[42067,12579].im3","unlabelled",696,370,"56.93 %"
"2446","15-12184-1_[42067,12579].im3","unlabelled",1269,368,"86.23 %"
"2447","15-12184-1_[42067,12579].im3","CD8 NFAT-",99,371,"67.33 %"
"2448","15-12184-1_[42067,12579].im3","unlabelled",677,372,"95.38 %"
"2449","15-12184-1_[42067,12579].im3","unlabelled",912,370,"99.19 %"
"2450","15-12184-1_[42067,12579].im3","unlabelled",1131,370,"98.87 %"
"2451","15-12184-1_[42067,12579].im3","unlabelled",69,371,"53.66 %"
"2452","15-12184-1_[42067,12579].im3","unlabelled",216,371,"96.01 %"
"2453","15-12184-1_[42067,12579].im3","unlabelled",329,371,"97.17 %"
"2454","15-12184-1_[42067,12579].im3","unlabelled",628,369,"86.71 %"
"2455","15-12184-1_[42067,12579].im3","unlabelled",1013,372,"96.72 %"
"2456","15-12184-1_[42067,12579].im3","unlabelled",1086,371,"97.62 %"
"2457","15-12184-1_[42067,12579].im3","unlabelled",1199,372,"97.99 %"
"2458","15-12184-1_[42067,12579].im3","unlabelled",1298,374,"89.67 %"
"2459","15-12184-1_[42067,12579].im3","CD8 NFAT-",83,373,"65.66 %"
"2460","15-12184-1_[42067,12579].im3","unlabelled",157,373,"55.02 %"
"2461","15-12184-1_[42067,12579].im3","unlabelled",520,371,"62.22 %"
"2462","15-12184-1_[42067,12579].im3","unlabelled",648,371,"98.87 %"
"2463","15-12184-1_[42067,12579].im3","CD8 NFAT-",55,374,"65.07 %"
"2464","15-12184-1_[42067,12579].im3","unlabelled",426,373,"86.95 %"
"2465","15-12184-1_[42067,12579].im3","unlabelled",833,373,"99.36 %"
"2466","15-12184-1_[42067,12579].im3","unlabelled",1071,372,"87.39 %"
"2467","15-12184-1_[42067,12579].im3","unlabelled",1164,374,"98.80 %"
"2468","15-12184-1_[42067,12579].im3","unlabelled",1283,372,"92.63 %"
"2469","15-12184-1_[42067,12579].im3","unlabelled",398,376,"94.87 %"
"2470","15-12184-1_[42067,12579].im3","unlabelled",580,375,"99.17 %"
"2471","15-12184-1_[42067,12579].im3","unlabelled",743,376,"82.24 %"
"2472","15-12184-1_[42067,12579].im3","unlabelled",841,375,"98.38 %"
"2473","15-12184-1_[42067,12579].im3","unlabelled",866,374,"58.92 %"
"2474","15-12184-1_[42067,12579].im3","unlabelled",1000,374,"97.37 %"
"2475","15-12184-1_[42067,12579].im3","unlabelled",1156,374,"99.26 %"
"2476","15-12184-1_[42067,12579].im3","unlabelled",1228,376,"77.66 %"
"2477","15-12184-1_[42067,12579].im3","unlabelled",1332,375,"94.14 %"
"2478","15-12184-1_[42067,12579].im3","CD8 NFAT-",23,376,"54.87 %"
"2479","15-12184-1_[42067,12579].im3","unlabelled",144,375,"67.77 %"
"2480","15-12184-1_[42067,12579].im3","unlabelled",345,378,"63.90 %"
"2481","15-12184-1_[42067,12579].im3","unlabelled",409,376,"98.61 %"
"2482","15-12184-1_[42067,12579].im3","unlabelled",560,375,"87.53 %"
"2483","15-12184-1_[42067,12579].im3","unlabelled",1022,375,"98.84 %"
"2484","15-12184-1_[42067,12579].im3","unlabelled",307,378,"83.08 %"
"2485","15-12184-1_[42067,12579].im3","unlabelled",534,376,"99.14 %"
"2486","15-12184-1_[42067,12579].im3","unlabelled",711,375,"99.22 %"
"2487","15-12184-1_[42067,12579].im3","unlabelled",878,377,"46.37 %"
"2488","15-12184-1_[42067,12579].im3","unlabelled",1106,377,"82.90 %"
"2489","15-12184-1_[42067,12579].im3","unlabelled",1216,376,"89.66 %"
"2490","15-12184-1_[42067,12579].im3","unlabelled",1321,377,"97.13 %"
"2491","15-12184-1_[42067,12579].im3","unlabelled",44,377,"62.62 %"
"2492","15-12184-1_[42067,12579].im3","unlabelled",174,378,"95.07 %"
"2493","15-12184-1_[42067,12579].im3","unlabelled",215,375,"69.24 %"
"2494","15-12184-1_[42067,12579].im3","unlabelled",361,376,"53.89 %"
"2495","15-12184-1_[42067,12579].im3","unlabelled",440,378,"86.24 %"
"2496","15-12184-1_[42067,12579].im3","unlabelled",543,378,"97.07 %"
"2497","15-12184-1_[42067,12579].im3","unlabelled",591,377,"94.10 %"
"2498","15-12184-1_[42067,12579].im3","unlabelled",610,378,"92.76 %"
"2499","15-12184-1_[42067,12579].im3","unlabelled",645,377,"99.25 %"
"2500","15-12184-1_[42067,12579].im3","unlabelled",769,378,"98.12 %"
"2501","15-12184-1_[42067,12579].im3","unlabelled",938,378,"97.51 %"
"2502","15-12184-1_[42067,12579].im3","unlabelled",138,377,"83.89 %"
"2503","15-12184-1_[42067,12579].im3","unlabelled",696,378,"99.52 %"
"2504","15-12184-1_[42067,12579].im3","unlabelled",778,377,"99.06 %"
"2505","15-12184-1_[42067,12579].im3","unlabelled",824,378,"94.95 %"
"2506","15-12184-1_[42067,12579].im3","unlabelled",1040,378,"98.44 %"
"2507","15-12184-1_[42067,12579].im3","unlabelled",1177,378,"97.19 %"
"2508","15-12184-1_[42067,12579].im3","unlabelled",1239,378,"95.62 %"
"2509","15-12184-1_[42067,12579].im3","unlabelled",1258,377,"97.32 %"
"2510","15-12184-1_[42067,12579].im3","unlabelled",33,379,"84.49 %"
"2511","15-12184-1_[42067,12579].im3","unlabelled",284,380,"97.06 %"
"2512","15-12184-1_[42067,12579].im3","unlabelled",297,380,"84.07 %"
"2513","15-12184-1_[42067,12579].im3","unlabelled",621,378,"96.72 %"
"2514","15-12184-1_[42067,12579].im3","unlabelled",962,380,"92.70 %"
"2515","15-12184-1_[42067,12579].im3","unlabelled",1190,379,"98.77 %"
"2516","15-12184-1_[42067,12579].im3","unlabelled",236,380,"79.44 %"
"2517","15-12184-1_[42067,12579].im3","unlabelled",317,381,"95.38 %"
"2518","15-12184-1_[42067,12579].im3","unlabelled",655,381,"95.13 %"
"2519","15-12184-1_[42067,12579].im3","unlabelled",721,382,"97.90 %"
"2520","15-12184-1_[42067,12579].im3","unlabelled",729,379,"99.51 %"
"2521","15-12184-1_[42067,12579].im3","unlabelled",846,381,"87.77 %"
"2522","15-12184-1_[42067,12579].im3","unlabelled",1143,380,"94.35 %"
"2523","15-12184-1_[42067,12579].im3","unlabelled",118,382,"59.33 %"
"2524","15-12184-1_[42067,12579].im3","unlabelled",200,382,"96.30 %"
"2525","15-12184-1_[42067,12579].im3","unlabelled",334,383,"91.06 %"
"2526","15-12184-1_[42067,12579].im3","unlabelled",278,383,"96.76 %"
"2527","15-12184-1_[42067,12579].im3","unlabelled",417,382,"97.87 %"
"2528","15-12184-1_[42067,12579].im3","unlabelled",493,382,"89.86 %"
"2529","15-12184-1_[42067,12579].im3","unlabelled",1084,382,"97.72 %"
"2530","15-12184-1_[42067,12579].im3","unlabelled",1097,381,"93.60 %"
"2531","15-12184-1_[42067,12579].im3","unlabelled",1303,384,"82.24 %"
"2532","15-12184-1_[42067,12579].im3","unlabelled",73,383,"88.66 %"
"2533","15-12184-1_[42067,12579].im3","unlabelled",461,383,"87.09 %"
"2534","15-12184-1_[42067,12579].im3","unlabelled",515,384,"93.41 %"
"2535","15-12184-1_[42067,12579].im3","unlabelled",750,384,"95.73 %"
"2536","15-12184-1_[42067,12579].im3","unlabelled",1004,384,"97.95 %"
"2537","15-12184-1_[42067,12579].im3","unlabelled",1020,384,"98.30 %"
"2538","15-12184-1_[42067,12579].im3","unlabelled",1065,383,"98.55 %"
"2539","15-12184-1_[42067,12579].im3","unlabelled",1326,385,"95.76 %"
"2540","15-12184-1_[42067,12579].im3","unlabelled",393,383,"92.01 %"
"2541","15-12184-1_[42067,12579].im3","unlabelled",525,384,"92.79 %"
"2542","15-12184-1_[42067,12579].im3","unlabelled",546,383,"95.31 %"
"2543","15-12184-1_[42067,12579].im3","CD8 NFAT-",62,387,"55.77 %"
"2544","15-12184-1_[42067,12579].im3","unlabelled",151,385,"69.78 %"
"2545","15-12184-1_[42067,12579].im3","unlabelled",193,385,"96.91 %"
"2546","15-12184-1_[42067,12579].im3","unlabelled",338,385,"98.55 %"
"2547","15-12184-1_[42067,12579].im3","unlabelled",405,386,"96.55 %"
"2548","15-12184-1_[42067,12579].im3","unlabelled",637,385,"96.79 %"
"2549","15-12184-1_[42067,12579].im3","unlabelled",992,385,"93.54 %"
"2550","15-12184-1_[42067,12579].im3","unlabelled",1110,385,"96.84 %"
"2551","15-12184-1_[42067,12579].im3","unlabelled",1249,385,"96.59 %"
