"","sample_name","class","x","y","confidence"
"40","15-12184-1_[42067,12579].im3","unlabelled",300,9,"86.37 %"
"41","15-12184-1_[42067,12579].im3","unlabelled",321,9,"87.79 %"
"42","15-12184-1_[42067,12579].im3","unlabelled",388,9,"89.73 %"
"43","15-12184-1_[42067,12579].im3","unlabelled",506,8,"92.33 %"
"44","15-12184-1_[42067,12579].im3","unlabelled",699,8,"96.21 %"
"45","15-12184-1_[42067,12579].im3","unlabelled",851,8,"95.29 %"
"46","15-12184-1_[42067,12579].im3","unlabelled",905,9,"98.82 %"
"47","15-12184-1_[42067,12579].im3","unlabelled",922,9,"97.15 %"
"48","15-12184-1_[42067,12579].im3","unlabelled",1120,11,"73.41 %"
"49","15-12184-1_[42067,12579].im3","unlabelled",1221,10,"72.02 %"
"50","15-12184-1_[42067,12579].im3","unlabelled",1238,8,"87.99 %"
"51","15-12184-1_[42067,12579].im3","unlabelled",1258,8,"96.83 %"
"52","15-12184-1_[42067,12579].im3","unlabelled",1266,8,"95.47 %"
"53","15-12184-1_[42067,12579].im3","unlabelled",198,10,"92.02 %"
"54","15-12184-1_[42067,12579].im3","unlabelled",806,9,"74.39 %"
"55","15-12184-1_[42067,12579].im3","unlabelled",824,9,"93.41 %"
"56","15-12184-1_[42067,12579].im3","unlabelled",937,10,"99.54 %"
"57","15-12184-1_[42067,12579].im3","unlabelled",975,9,"97.76 %"
"58","15-12184-1_[42067,12579].im3","unlabelled",991,10,"99.02 %"
"59","15-12184-1_[42067,12579].im3","unlabelled",1295,10,"81.14 %"
"60","15-12184-1_[42067,12579].im3","unlabelled",42,8,"90.35 %"
"61","15-12184-1_[42067,12579].im3","unlabelled",79,10,"73.92 %"
"62","15-12184-1_[42067,12579].im3","unlabelled",314,10,"97.05 %"
"63","15-12184-1_[42067,12579].im3","unlabelled",835,13,"92.14 %"
"64","15-12184-1_[42067,12579].im3","unlabelled",1006,10,"94.12 %"
"65","15-12184-1_[42067,12579].im3","unlabelled",1147,10,"95.08 %"
"66","15-12184-1_[42067,12579].im3","unlabelled",1188,10,"97.60 %"
"67","15-12184-1_[42067,12579].im3","CD8 NFAT-",16,11,"52.07 %"
"68","15-12184-1_[42067,12579].im3","unlabelled",109,11,"97.30 %"
"69","15-12184-1_[42067,12579].im3","unlabelled",257,10,"97.15 %"
"70","15-12184-1_[42067,12579].im3","unlabelled",757,11,"86.17 %"
"71","15-12184-1_[42067,12579].im3","unlabelled",869,13,"74.58 %"
"72","15-12184-1_[42067,12579].im3","unlabelled",949,10,"85.62 %"
"73","15-12184-1_[42067,12579].im3","unlabelled",1101,12,"89.36 %"
"74","15-12184-1_[42067,12579].im3","unlabelled",169,13,"86.07 %"
"75","15-12184-1_[42067,12579].im3","unlabelled",518,11,"95.60 %"
"76","15-12184-1_[42067,12579].im3","unlabelled",541,12,"94.96 %"
"77","15-12184-1_[42067,12579].im3","unlabelled",672,12,"98.09 %"
"78","15-12184-1_[42067,12579].im3","unlabelled",1197,12,"97.26 %"
"79","15-12184-1_[42067,12579].im3","unlabelled",1249,11,"82.92 %"
"80","15-12184-1_[42067,12579].im3","unlabelled",228,12,"98.20 %"
"81","15-12184-1_[42067,12579].im3","unlabelled",242,12,"91.64 %"
"82","15-12184-1_[42067,12579].im3","unlabelled",404,13,"98.51 %"
"83","15-12184-1_[42067,12579].im3","unlabelled",684,12,"96.63 %"
"84","15-12184-1_[42067,12579].im3","unlabelled",709,13,"94.53 %"
"85","15-12184-1_[42067,12579].im3","unlabelled",1083,12,"98.44 %"
"86","15-12184-1_[42067,12579].im3","unlabelled",1162,13,"95.60 %"
"87","15-12184-1_[42067,12579].im3","CD8 NFAT-",11,13,"55.67 %"
"88","15-12184-1_[42067,12579].im3","unlabelled",396,16,"97.74 %"
"89","15-12184-1_[42067,12579].im3","unlabelled",559,14,"98.62 %"
"90","15-12184-1_[42067,12579].im3","unlabelled",651,14,"98.50 %"
"91","15-12184-1_[42067,12579].im3","unlabelled",997,12,"99.77 %"
"92","15-12184-1_[42067,12579].im3","unlabelled",1132,13,"96.99 %"
"93","15-12184-1_[42067,12579].im3","unlabelled",1178,13,"93.39 %"
"94","15-12184-1_[42067,12579].im3","unlabelled",1208,13,"91.92 %"
"95","15-12184-1_[42067,12579].im3","unlabelled",1290,14,"95.11 %"
"96","15-12184-1_[42067,12579].im3","unlabelled",796,14,"98.19 %"
"97","15-12184-1_[42067,12579].im3","unlabelled",1020,14,"98.62 %"
"98","15-12184-1_[42067,12579].im3","unlabelled",1322,15,"96.02 %"
"99","15-12184-1_[42067,12579].im3","unlabelled",159,15,"86.40 %"
"100","15-12184-1_[42067,12579].im3","unlabelled",449,16,"94.81 %"
"101","15-12184-1_[42067,12579].im3","unlabelled",122,16,"91.37 %"
"102","15-12184-1_[42067,12579].im3","CD8 NFAT-",348,15,"51.95 %"
"103","15-12184-1_[42067,12579].im3","unlabelled",365,15,"98.74 %"
"104","15-12184-1_[42067,12579].im3","unlabelled",416,16,"98.84 %"
"105","15-12184-1_[42067,12579].im3","unlabelled",737,17,"98.98 %"
"106","15-12184-1_[42067,12579].im3","unlabelled",219,16,"96.49 %"
"107","15-12184-1_[42067,12579].im3","unlabelled",548,17,"99.83 %"
"108","15-12184-1_[42067,12579].im3","unlabelled",602,17,"97.68 %"
"109","15-12184-1_[42067,12579].im3","unlabelled",690,18,"97.37 %"
"110","15-12184-1_[42067,12579].im3","unlabelled",746,17,"98.89 %"
"111","15-12184-1_[42067,12579].im3","unlabelled",853,18,"95.27 %"
"112","15-12184-1_[42067,12579].im3","unlabelled",896,17,"99.65 %"
"113","15-12184-1_[42067,12579].im3","unlabelled",914,23,"80.17 %"
"114","15-12184-1_[42067,12579].im3","unlabelled",961,18,"88.11 %"
"115","15-12184-1_[42067,12579].im3","unlabelled",1234,18,"92.66 %"
"116","15-12184-1_[42067,12579].im3","unlabelled",52,16,"70.82 %"
"117","15-12184-1_[42067,12579].im3","unlabelled",465,18,"98.41 %"
"118","15-12184-1_[42067,12579].im3","unlabelled",843,18,"91.23 %"
"119","15-12184-1_[42067,12579].im3","unlabelled",874,17,"82.96 %"
"120","15-12184-1_[42067,12579].im3","unlabelled",1055,19,"93.53 %"
"121","15-12184-1_[42067,12579].im3","unlabelled",506,19,"81.15 %"
"122","15-12184-1_[42067,12579].im3","unlabelled",528,18,"92.74 %"
"123","15-12184-1_[42067,12579].im3","unlabelled",581,18,"94.69 %"
"124","15-12184-1_[42067,12579].im3","unlabelled",644,22,"94.71 %"
"125","15-12184-1_[42067,12579].im3","unlabelled",1214,20,"97.04 %"
"126","15-12184-1_[42067,12579].im3","unlabelled",1314,20,"95.48 %"
"127","15-12184-1_[42067,12579].im3","unlabelled",42,22,"57.88 %"
"128","15-12184-1_[42067,12579].im3","unlabelled",94,20,"59.86 %"
"129","15-12184-1_[42067,12579].im3","unlabelled",199,19,"94.90 %"
"130","15-12184-1_[42067,12579].im3","unlabelled",625,19,"99.57 %"
"131","15-12184-1_[42067,12579].im3","unlabelled",816,19,"90.62 %"
"132","15-12184-1_[42067,12579].im3","unlabelled",935,22,"99.11 %"
"133","15-12184-1_[42067,12579].im3","unlabelled",1025,21,"98.87 %"
"134","15-12184-1_[42067,12579].im3","unlabelled",1133,20,"87.19 %"
"135","15-12184-1_[42067,12579].im3","unlabelled",1154,19,"96.38 %"
"136","15-12184-1_[42067,12579].im3","unlabelled",1256,22,"77.91 %"
"137","15-12184-1_[42067,12579].im3","unlabelled",257,22,"63.62 %"
"138","15-12184-1_[42067,12579].im3","unlabelled",420,21,"98.02 %"
"139","15-12184-1_[42067,12579].im3","unlabelled",495,22,"97.03 %"
"140","15-12184-1_[42067,12579].im3","unlabelled",668,21,"84.59 %"
"141","15-12184-1_[42067,12579].im3","unlabelled",713,21,"94.46 %"
"142","15-12184-1_[42067,12579].im3","unlabelled",757,21,"96.86 %"
"143","15-12184-1_[42067,12579].im3","unlabelled",985,21,"99.69 %"
"144","15-12184-1_[42067,12579].im3","unlabelled",1192,19,"91.84 %"
"145","15-12184-1_[42067,12579].im3","CD8 NFAT-",25,21,"93.41 %"
"146","15-12184-1_[42067,12579].im3","unlabelled",561,21,"96.10 %"
"147","15-12184-1_[42067,12579].im3","unlabelled",593,21,"98.84 %"
"148","15-12184-1_[42067,12579].im3","unlabelled",975,23,"98.48 %"
"149","15-12184-1_[42067,12579].im3","unlabelled",1052,20,"88.14 %"
"150","15-12184-1_[42067,12579].im3","unlabelled",1168,22,"96.96 %"
"151","15-12184-1_[42067,12579].im3","unlabelled",407,23,"99.47 %"
"152","15-12184-1_[42067,12579].im3","unlabelled",1084,23,"89.32 %"
"153","15-12184-1_[42067,12579].im3","unlabelled",126,24,"93.56 %"
"154","15-12184-1_[42067,12579].im3","unlabelled",430,25,"89.64 %"
"155","15-12184-1_[42067,12579].im3","unlabelled",1015,23,"95.85 %"
"156","15-12184-1_[42067,12579].im3","unlabelled",210,25,"98.12 %"
"157","15-12184-1_[42067,12579].im3","unlabelled",478,26,"94.33 %"
"158","15-12184-1_[42067,12579].im3","unlabelled",519,23,"97.23 %"
"159","15-12184-1_[42067,12579].im3","unlabelled",611,24,"98.38 %"
"160","15-12184-1_[42067,12579].im3","unlabelled",639,25,"93.65 %"
"161","15-12184-1_[42067,12579].im3","unlabelled",783,25,"96.44 %"
"162","15-12184-1_[42067,12579].im3","unlabelled",1223,26,"93.85 %"
"163","15-12184-1_[42067,12579].im3","CD8 NFAT-",116,28,"52.69 %"
"164","15-12184-1_[42067,12579].im3","unlabelled",290,26,"98.37 %"
"165","15-12184-1_[42067,12579].im3","unlabelled",366,25,"90.10 %"
"166","15-12184-1_[42067,12579].im3","unlabelled",684,26,"94.15 %"
"167","15-12184-1_[42067,12579].im3","unlabelled",883,24,"97.16 %"
"168","15-12184-1_[42067,12579].im3","unlabelled",1004,27,"99.66 %"
"169","15-12184-1_[42067,12579].im3","unlabelled",1144,25,"96.11 %"
"170","15-12184-1_[42067,12579].im3","unlabelled",1321,26,"92.57 %"
"171","15-12184-1_[42067,12579].im3","unlabelled",227,28,"90.50 %"
"172","15-12184-1_[42067,12579].im3","unlabelled",245,29,"93.14 %"
"173","15-12184-1_[42067,12579].im3","unlabelled",749,26,"98.61 %"
"174","15-12184-1_[42067,12579].im3","unlabelled",799,27,"99.37 %"
"175","15-12184-1_[42067,12579].im3","unlabelled",811,27,"96.11 %"
"176","15-12184-1_[42067,12579].im3","unlabelled",842,28,"99.42 %"
"177","15-12184-1_[42067,12579].im3","unlabelled",994,27,"96.05 %"
"178","15-12184-1_[42067,12579].im3","unlabelled",1239,26,"96.44 %"
"179","15-12184-1_[42067,12579].im3","unlabelled",140,28,"95.95 %"
"180","15-12184-1_[42067,12579].im3","unlabelled",167,28,"82.89 %"
"181","15-12184-1_[42067,12579].im3","unlabelled",334,29,"87.20 %"
"182","15-12184-1_[42067,12579].im3","unlabelled",705,28,"91.46 %"
"183","15-12184-1_[42067,12579].im3","unlabelled",901,28,"95.77 %"
"184","15-12184-1_[42067,12579].im3","unlabelled",184,30,"84.99 %"
"185","15-12184-1_[42067,12579].im3","unlabelled",645,26,"85.45 %"
"186","15-12184-1_[42067,12579].im3","unlabelled",48,31,"91.96 %"
"187","15-12184-1_[42067,12579].im3","unlabelled",87,30,"89.14 %"
"188","15-12184-1_[42067,12579].im3","unlabelled",583,30,"97.91 %"
"189","15-12184-1_[42067,12579].im3","unlabelled",724,30,"99.66 %"
"190","15-12184-1_[42067,12579].im3","unlabelled",768,30,"98.43 %"
"191","15-12184-1_[42067,12579].im3","unlabelled",1158,30,"95.52 %"
"192","15-12184-1_[42067,12579].im3","unlabelled",1208,30,"87.22 %"
"193","15-12184-1_[42067,12579].im3","unlabelled",108,32,"89.54 %"
"194","15-12184-1_[42067,12579].im3","unlabelled",317,33,"95.10 %"
"195","15-12184-1_[42067,12579].im3","unlabelled",492,31,"97.94 %"
"196","15-12184-1_[42067,12579].im3","unlabelled",507,32,"97.70 %"
"197","15-12184-1_[42067,12579].im3","unlabelled",1121,30,"94.17 %"
"198","15-12184-1_[42067,12579].im3","unlabelled",1188,31,"66.30 %"
"199","15-12184-1_[42067,12579].im3","unlabelled",97,33,"94.25 %"
"200","15-12184-1_[42067,12579].im3","unlabelled",238,32,"67.12 %"
"201","15-12184-1_[42067,12579].im3","unlabelled",352,33,"92.22 %"
"202","15-12184-1_[42067,12579].im3","unlabelled",437,32,"97.35 %"
"203","15-12184-1_[42067,12579].im3","unlabelled",563,33,"97.28 %"
"204","15-12184-1_[42067,12579].im3","unlabelled",658,34,"99.20 %"
"205","15-12184-1_[42067,12579].im3","unlabelled",833,33,"97.73 %"
"206","15-12184-1_[42067,12579].im3","unlabelled",849,34,"99.08 %"
"207","15-12184-1_[42067,12579].im3","unlabelled",466,32,"93.62 %"
"208","15-12184-1_[42067,12579].im3","unlabelled",1104,33,"99.15 %"
"209","15-12184-1_[42067,12579].im3","unlabelled",210,34,"92.85 %"
"210","15-12184-1_[42067,12579].im3","unlabelled",522,32,"96.83 %"
"211","15-12184-1_[42067,12579].im3","unlabelled",629,34,"96.19 %"
"212","15-12184-1_[42067,12579].im3","unlabelled",795,35,"64.34 %"
"213","15-12184-1_[42067,12579].im3","NFATc Only",931,31,"58.65 %"
"214","15-12184-1_[42067,12579].im3","unlabelled",1073,36,"65.63 %"
"215","15-12184-1_[42067,12579].im3","unlabelled",1180,34,"94.52 %"
"216","15-12184-1_[42067,12579].im3","unlabelled",56,36,"95.22 %"
"217","15-12184-1_[42067,12579].im3","unlabelled",396,36,"97.58 %"
"218","15-12184-1_[42067,12579].im3","unlabelled",1138,35,"78.99 %"
"219","15-12184-1_[42067,12579].im3","unlabelled",1166,34,"89.86 %"
"220","15-12184-1_[42067,12579].im3","unlabelled",1234,34,"97.62 %"
"221","15-12184-1_[42067,12579].im3","unlabelled",1300,36,"90.76 %"
"222","15-12184-1_[42067,12579].im3","unlabelled",295,37,"88.82 %"
"223","15-12184-1_[42067,12579].im3","unlabelled",485,36,"98.90 %"
"224","15-12184-1_[42067,12579].im3","unlabelled",618,37,"97.17 %"
"225","15-12184-1_[42067,12579].im3","unlabelled",774,36,"98.14 %"
"226","15-12184-1_[42067,12579].im3","unlabelled",1153,34,"84.68 %"
"227","15-12184-1_[42067,12579].im3","unlabelled",1287,36,"89.27 %"
"228","15-12184-1_[42067,12579].im3","unlabelled",228,37,"98.17 %"
"229","15-12184-1_[42067,12579].im3","unlabelled",327,37,"95.72 %"
"230","15-12184-1_[42067,12579].im3","unlabelled",474,38,"99.01 %"
"231","15-12184-1_[42067,12579].im3","unlabelled",650,37,"99.81 %"
"232","15-12184-1_[42067,12579].im3","unlabelled",694,36,"96.33 %"
"233","15-12184-1_[42067,12579].im3","unlabelled",899,37,"99.54 %"
"234","15-12184-1_[42067,12579].im3","unlabelled",915,36,"94.73 %"
"235","15-12184-1_[42067,12579].im3","unlabelled",1087,36,"89.54 %"
"236","15-12184-1_[42067,12579].im3","unlabelled",1103,38,"68.33 %"
"237","15-12184-1_[42067,12579].im3","unlabelled",1217,38,"57.92 %"
"238","15-12184-1_[42067,12579].im3","unlabelled",1313,38,"80.23 %"
"239","15-12184-1_[42067,12579].im3","unlabelled",364,38,"97.68 %"
"240","15-12184-1_[42067,12579].im3","unlabelled",550,39,"96.23 %"
"241","15-12184-1_[42067,12579].im3","unlabelled",577,38,"98.86 %"
"242","15-12184-1_[42067,12579].im3","unlabelled",709,38,"98.32 %"
"243","15-12184-1_[42067,12579].im3","unlabelled",809,38,"97.55 %"
"244","15-12184-1_[42067,12579].im3","unlabelled",1246,39,"91.83 %"
"245","15-12184-1_[42067,12579].im3","unlabelled",1274,38,"94.51 %"
"246","15-12184-1_[42067,12579].im3","unlabelled",130,39,"97.26 %"
"247","15-12184-1_[42067,12579].im3","unlabelled",182,39,"94.41 %"
"248","15-12184-1_[42067,12579].im3","unlabelled",199,39,"83.34 %"
"249","15-12184-1_[42067,12579].im3","unlabelled",382,41,"54.30 %"
"250","15-12184-1_[42067,12579].im3","unlabelled",502,39,"99.60 %"
"251","15-12184-1_[42067,12579].im3","unlabelled",1059,39,"95.64 %"
"252","15-12184-1_[42067,12579].im3","CD8 NFAT-",86,42,"66.03 %"
"253","15-12184-1_[42067,12579].im3","unlabelled",106,41,"95.48 %"
"254","15-12184-1_[42067,12579].im3","unlabelled",124,42,"91.61 %"
"255","15-12184-1_[42067,12579].im3","unlabelled",246,39,"97.63 %"
"256","15-12184-1_[42067,12579].im3","unlabelled",312,40,"86.27 %"
"257","15-12184-1_[42067,12579].im3","unlabelled",440,40,"98.68 %"
"258","15-12184-1_[42067,12579].im3","unlabelled",888,40,"99.34 %"
"259","15-12184-1_[42067,12579].im3","unlabelled",755,41,"98.68 %"
"260","15-12184-1_[42067,12579].im3","unlabelled",851,41,"93.80 %"
"261","15-12184-1_[42067,12579].im3","NFATc Only",949,42,"44.40 %"
"262","15-12184-1_[42067,12579].im3","unlabelled",1024,41,"97.02 %"
"263","15-12184-1_[42067,12579].im3","unlabelled",1125,42,"99.45 %"
"264","15-12184-1_[42067,12579].im3","unlabelled",1253,41,"93.02 %"
"265","15-12184-1_[42067,12579].im3","unlabelled",1263,41,"89.40 %"
"266","15-12184-1_[42067,12579].im3","unlabelled",255,42,"92.03 %"
"267","15-12184-1_[42067,12579].im3","unlabelled",355,42,"96.03 %"
"268","15-12184-1_[42067,12579].im3","unlabelled",562,41,"99.32 %"
"269","15-12184-1_[42067,12579].im3","unlabelled",927,42,"97.80 %"
"270","15-12184-1_[42067,12579].im3","NFATc Only",995,40,"53.15 %"
"271","15-12184-1_[42067,12579].im3","unlabelled",1010,41,"96.88 %"
"272","15-12184-1_[42067,12579].im3","unlabelled",1079,41,"90.42 %"
"273","15-12184-1_[42067,12579].im3","unlabelled",1145,43,"99.00 %"
"274","15-12184-1_[42067,12579].im3","unlabelled",1328,41,"62.04 %"
"275","15-12184-1_[42067,12579].im3","unlabelled",7,43,"78.04 %"
"276","15-12184-1_[42067,12579].im3","unlabelled",22,39,"59.69 %"
"277","15-12184-1_[42067,12579].im3","unlabelled",533,43,"95.74 %"
"278","15-12184-1_[42067,12579].im3","unlabelled",636,42,"98.94 %"
"279","15-12184-1_[42067,12579].im3","unlabelled",660,43,"83.97 %"
"280","15-12184-1_[42067,12579].im3","unlabelled",784,43,"91.59 %"
"281","15-12184-1_[42067,12579].im3","unlabelled",1232,43,"94.99 %"
"282","15-12184-1_[42067,12579].im3","unlabelled",50,46,"54.80 %"
"283","15-12184-1_[42067,12579].im3","unlabelled",269,44,"94.07 %"
"284","15-12184-1_[42067,12579].im3","unlabelled",337,44,"98.35 %"
"285","15-12184-1_[42067,12579].im3","unlabelled",875,43,"93.92 %"
"286","15-12184-1_[42067,12579].im3","unlabelled",1050,44,"98.23 %"
"287","15-12184-1_[42067,12579].im3","unlabelled",263,45,"98.12 %"
"288","15-12184-1_[42067,12579].im3","unlabelled",445,46,"96.31 %"
"289","15-12184-1_[42067,12579].im3","unlabelled",465,44,"97.01 %"
"290","15-12184-1_[42067,12579].im3","unlabelled",516,47,"94.85 %"
"291","15-12184-1_[42067,12579].im3","unlabelled",734,47,"88.49 %"
"292","15-12184-1_[42067,12579].im3","unlabelled",1171,45,"94.30 %"
"293","15-12184-1_[42067,12579].im3","unlabelled",1284,45,"87.04 %"
"294","15-12184-1_[42067,12579].im3","unlabelled",145,48,"93.43 %"
"295","15-12184-1_[42067,12579].im3","unlabelled",231,45,"89.96 %"
"296","15-12184-1_[42067,12579].im3","unlabelled",390,46,"99.32 %"
"297","15-12184-1_[42067,12579].im3","unlabelled",720,48,"96.95 %"
"298","15-12184-1_[42067,12579].im3","unlabelled",767,47,"97.52 %"
"299","15-12184-1_[42067,12579].im3","unlabelled",1109,45,"99.57 %"
"300","15-12184-1_[42067,12579].im3","unlabelled",66,46,"70.34 %"
"301","15-12184-1_[42067,12579].im3","unlabelled",105,46,"97.88 %"
"302","15-12184-1_[42067,12579].im3","unlabelled",180,47,"87.08 %"
"303","15-12184-1_[42067,12579].im3","unlabelled",290,49,"79.91 %"
"304","15-12184-1_[42067,12579].im3","unlabelled",476,47,"98.96 %"
"305","15-12184-1_[42067,12579].im3","unlabelled",583,47,"97.79 %"
"306","15-12184-1_[42067,12579].im3","unlabelled",713,47,"97.41 %"
"307","15-12184-1_[42067,12579].im3","unlabelled",1206,48,"60.34 %"
"308","15-12184-1_[42067,12579].im3","unlabelled",1338,46,"90.46 %"
"309","15-12184-1_[42067,12579].im3","unlabelled",95,49,"83.90 %"
"310","15-12184-1_[42067,12579].im3","unlabelled",138,49,"98.27 %"
"311","15-12184-1_[42067,12579].im3","unlabelled",190,50,"91.05 %"
"312","15-12184-1_[42067,12579].im3","unlabelled",494,48,"79.79 %"
"313","15-12184-1_[42067,12579].im3","unlabelled",646,50,"98.60 %"
"314","15-12184-1_[42067,12579].im3","unlabelled",741,48,"98.81 %"
"315","15-12184-1_[42067,12579].im3","unlabelled",802,48,"98.95 %"
"316","15-12184-1_[42067,12579].im3","unlabelled",810,48,"97.83 %"
"317","15-12184-1_[42067,12579].im3","unlabelled",895,49,"99.71 %"
"318","15-12184-1_[42067,12579].im3","unlabelled",1090,48,"98.17 %"
"319","15-12184-1_[42067,12579].im3","unlabelled",1113,47,"99.25 %"
"320","15-12184-1_[42067,12579].im3","unlabelled",73,49,"87.23 %"
"321","15-12184-1_[42067,12579].im3","unlabelled",130,50,"93.34 %"
"322","15-12184-1_[42067,12579].im3","unlabelled",205,49,"81.90 %"
"323","15-12184-1_[42067,12579].im3","CD8 NFAT-",328,49,"55.91 %"
"324","15-12184-1_[42067,12579].im3","unlabelled",349,48,"91.36 %"
"325","15-12184-1_[42067,12579].im3","unlabelled",367,48,"90.05 %"
"326","15-12184-1_[42067,12579].im3","unlabelled",87,49,"88.91 %"
"327","15-12184-1_[42067,12579].im3","unlabelled",568,49,"91.65 %"
"328","15-12184-1_[42067,12579].im3","unlabelled",619,49,"77.57 %"
"329","15-12184-1_[42067,12579].im3","unlabelled",695,51,"99.49 %"
"330","15-12184-1_[42067,12579].im3","unlabelled",702,52,"97.86 %"
"331","15-12184-1_[42067,12579].im3","unlabelled",1280,49,"93.50 %"
"332","15-12184-1_[42067,12579].im3","unlabelled",1293,53,"96.85 %"
"333","15-12184-1_[42067,12579].im3","unlabelled",302,51,"99.07 %"
"334","15-12184-1_[42067,12579].im3","unlabelled",672,52,"90.99 %"
"335","15-12184-1_[42067,12579].im3","unlabelled",921,51,"99.44 %"
"336","15-12184-1_[42067,12579].im3","unlabelled",931,52,"88.34 %"
"337","15-12184-1_[42067,12579].im3","unlabelled",985,49,"40.75 %"
"338","15-12184-1_[42067,12579].im3","unlabelled",1117,51,"98.25 %"
"339","15-12184-1_[42067,12579].im3","unlabelled",1127,50,"95.56 %"
"340","15-12184-1_[42067,12579].im3","unlabelled",1325,51,"78.12 %"
"341","15-12184-1_[42067,12579].im3","unlabelled",24,54,"83.07 %"
"342","15-12184-1_[42067,12579].im3","unlabelled",36,53,"65.25 %"
"343","15-12184-1_[42067,12579].im3","unlabelled",57,51,"78.82 %"
"344","15-12184-1_[42067,12579].im3","unlabelled",108,52,"93.26 %"
"345","15-12184-1_[42067,12579].im3","unlabelled",168,52,"96.68 %"
"346","15-12184-1_[42067,12579].im3","unlabelled",594,53,"98.64 %"
"347","15-12184-1_[42067,12579].im3","unlabelled",880,52,"97.51 %"
"348","15-12184-1_[42067,12579].im3","unlabelled",908,51,"96.70 %"
"349","15-12184-1_[42067,12579].im3","unlabelled",1174,53,"97.12 %"
"350","15-12184-1_[42067,12579].im3","unlabelled",1236,53,"97.51 %"
"351","15-12184-1_[42067,12579].im3","unlabelled",1245,53,"98.19 %"
"352","15-12184-1_[42067,12579].im3","unlabelled",283,49,"84.64 %"
"353","15-12184-1_[42067,12579].im3","unlabelled",313,54,"94.95 %"
"354","15-12184-1_[42067,12579].im3","unlabelled",754,53,"97.93 %"
"355","15-12184-1_[42067,12579].im3","unlabelled",790,52,"98.29 %"
"356","15-12184-1_[42067,12579].im3","unlabelled",1008,54,"99.50 %"
"357","15-12184-1_[42067,12579].im3","unlabelled",1021,54,"98.88 %"
"358","15-12184-1_[42067,12579].im3","unlabelled",1033,53,"96.40 %"
"359","15-12184-1_[42067,12579].im3","unlabelled",1061,53,"82.39 %"
"360","15-12184-1_[42067,12579].im3","unlabelled",245,54,"97.27 %"
"361","15-12184-1_[42067,12579].im3","unlabelled",631,53,"98.08 %"
"362","15-12184-1_[42067,12579].im3","unlabelled",847,54,"98.01 %"
"363","15-12184-1_[42067,12579].im3","unlabelled",1045,54,"87.12 %"
"364","15-12184-1_[42067,12579].im3","unlabelled",1155,55,"87.49 %"
"365","15-12184-1_[42067,12579].im3","unlabelled",1253,54,"91.58 %"
